API Number,Well Name,Well Number,qtrqtr,sec,twp,range,lat,long,Elevation,Facility_type,Facility_status,fluid_type,max_wat_inj_press,max_inj_volume,not_injector_date,Formation_code,Formation,TopPeforation,BottomPerforation,NumberPerforations,PerforationSize,MeasuredDepth,TrueVerticalDepth,MeasuredPlugBackDepth,TrueVerticalPlugBackDepth,TopPerforationSubSea,BottomPerforationSubSea
05-087-05544-00,ADENA J SAND UNIT                  ,W-33           ,SENE,32,2N,57W,40.095399,-103.775325,4435,UIC ENHANCED RECOVERY,IJ,PRODUCED WATER        ,1485,,,JSND  ,J SAND                                            ,5518,5508,60,0.5,5562,,,,-1083,-1073
05-087-05546-00,ADENA J SAND UNIT                  ,W-46           ,SENW,32,2N,57W,40.095383,-103.784333,4435,UIC ENHANCED RECOVERY,PA,PRODUCED WATER        ,1485,,00:00.0,JSND  ,J SAND                                            ,5522,5532,60,0.5,5568,,,,-1087,-1097
05-087-05553-00,ADENA J SAND UNIT                  ,W-31           ,SWNW,33,2N,57W,40.097239,-103.77255,4427,UIC ENHANCED RECOVERY,TA,PRODUCED WATER        ,1485,,,JSND  ,J SAND                                            ,5512,5519,42,,5532,,,,-1085,-1092
05-087-05560-00,GLENN                              ,J-3            ,NENW,31,2N,57W,40.09902,-103.803063,,UIC ENHANCED RECOVERY,IJ,PRODUCED WATER        ,1485,,,JSND  ,J SAND                                            ,5605,5611,19,,5687,,,,,
05-087-05561-00,ADENA J SAND UNIT                  ,W-45           ,NWNE,32,2N,57W,40.098983,-103.779618,,UIC ENHANCED RECOVERY,PA,PRODUCED WATER        ,1485,,00:00.0,JSND  ,J SAND                                            ,5525,5535,60,0.5,5606,,,,,
05-087-05562-00,ADENA J SAND UNIT                  ,W-52           ,NENW,32,2N,57W,40.099079,-103.784818,4430,UIC ENHANCED RECOVERY,TA,PRODUCED WATER        ,1485,,00:00.0,JSND  ,J SAND                                            ,5520,5530,60,0.5,5585,,,,-1090,-1100
05-087-05282-00,AJU HJ Clar                        ,#A1            ,NWSE,13,1N,58W,40.048748,-103.817158,4533,UIC ENHANCED RECOVERY,IJ,PRODUCED WATER        ,415,,,DSND  ,D SAND                                            ,5584,5600,64,0.42,5710,,5695,,-1051,-1067
05-087-05098-00,SAND RIVER                         ,10,NWSW,27,1N,56W,40.02041,-103.64039,4473,UIC ENHANCED RECOVERY,PA,PRODUCED WATER        ,1370,,00:00.0,DSND  ,D SAND                                            ,,,,,5156,0,5153,,,
05-087-05286-00,L Clar                             ,4,NWSW,13,1N,58W,40.04883,-103.826388,4594,UIC ENHANCED RECOVERY,SI,PRODUCED WATER        ,440,,,DSND  ,D SAND                                            ,5653,5670,68,0.41,5815,,5812,,-1059,-1076
05-087-05287-00,CLAR                               ,A-4            ,NESE,13,1N,58W,40.048753,-103.812409,4547,UIC ENHANCED RECOVERY,PA,PRODUCED WATER        ,487,,00:00.0,DSND  ,D SAND                                            ,,,,,5687,,5620,,,
05-087-05288-00,"CLAR, L                            ",2,NESW,13,1N,58W,40.04882,-103.821885,4579,UIC ENHANCED RECOVERY,IJ,PRODUCED WATER        ,500,,,DSND  ,D SAND                                            ,5690,5710,30,,5800,,0,,-1111,-1131
05-087-05337-00,"Coen, ME                           ",8,SESE,12,1N,58W,40.059575,-103.812467,4515,UIC ENHANCED RECOVERY,TA,PRODUCED WATER        ,1485,,,JSND  ,J SAND                                            ,,,,,5665,0,5451,,,
05-087-05476-00,ADENA J SAND UNIT                  ,W-4            ,NWNW,4,1N,57W,40.086543,-103.772558,,UIC ENHANCED RECOVERY,PA,PRODUCED WATER        ,1485,,00:00.0,JSND  ,J SAND                                            ,5473,5487,56,,5492,,,,,
05-087-05027-00,ADENA J SAND UNIT                  ,W-47           ,NESW,32,2N,57W,40.093243,-103.786708,4443,UIC ENHANCED RECOVERY,PA,PRODUCED WATER        ,1485,,00:00.0,JSND  ,J SAND                                            ,5530,5538,26,,5580,,,,-1087,-1095
05-087-05037-00,COLORADO I                         ,3,SWNE,35,1N,59W,40.009943,-103.950153,,UIC DISPOSAL,PA,PRODUCED WATER        ,1045,,00:00.0,JSND  ,J SAND                                            ,6263,6267,,,6332,0,0,,,
05-087-05072-00,Adena J Sand Unit                  ,#W-35          ,SESE,29,2N,57W,40.102656,-103.774944,4422,UIC ENHANCED RECOVERY,SI,PRODUCED WATER        ,1485,,00:00.0,JSND  ,J SAND                                            ,5497,5506,54,,5580,0,,,-1075,-1084
05-087-05120-00,AJU                                ,W-40           ,SWNE,25,1N,58W,40.023602,-103.817094,4647,UIC ENHANCED RECOVERY,SI,PRODUCED WATER        ,1485,,00:00.0,JSND  ,J SAND                                            ,5729,5741,72,,5800,,5756,,-1082,-1094
05-087-05128-00,SAND RIVER                         ,7,SWNW,27,1N,56W,40.02402,-103.63802,4480,UIC ENHANCED RECOVERY,PA,PRODUCED WATER        ,1374,,00:00.0,DSND  ,D SAND                                            ,5085,5145,,,5161,0,0,,-605,-665
05-087-05148-00,ADENA J SAND UNIT                  ,W-39           ,NENE,25,1N,58W,40.027214,-103.812388,4641,UIC ENHANCED RECOVERY,TA,PRODUCED WATER        ,1485,,,JSND  ,J SAND                                            ,5674,5690,5696,,5760,5760,5742,,-1033,-1049
05-087-05150-00,ADENA J SAND UNIT                  ,W-30           ,NWNW,30,1N,57W,40.027262,-103.807686,,UIC ENHANCED RECOVERY,PA,PRODUCED WATER        ,1485,,00:00.0,JSND  ,J SAND                                            ,5706,5737,80,,5737,0,5260,,,
05-087-05155-00,SAND RIVER                         ,3,NWNE,27,1N,56W,40.02769,-103.62871,4520,UIC ENHANCED RECOVERY,PA,PRODUCED WATER        ,1380,,00:00.0,DSND  ,D SAND                                            ,5130,5168,,,5177,0,0,,-610,-648
05-087-05156-00,"PETERSON, MAX                      ",12,NWNW,27,1N,56W,40.027514,-103.638023,4479,UIC ENHANCED RECOVERY,PA,PRODUCED WATER        ,1372,,00:00.0,DSND  ,D SAND                                            ,,,,,5165,,5144,,,
05-087-05174-00,ADENA J SAND UNIT                  ,W-37           ,SWSW,19,1N,57W,40.030783,-103.807711,,UIC ENHANCED RECOVERY,SI,PRODUCED WATER        ,1485,,,JSND  ,J SAND                                            ,5654,5673,88,,5740,,5698,,,
05-087-05208-00,ADENA J SAND UNIT                  ,W-26           ,SWNE,19,1N,57W,40.038004,-103.798366,4581,UIC ENHANCED RECOVERY,TA,PRODUCED WATER        ,1485,,,JSND  ,J SAND                                            ,5649,5654,20,,5705,0,5358,,-1068,-1073
05-087-05214-00,ADENA J SAND UNIT                  ,W-41           ,SWNW,19,1N,57W,40.0379,-103.80777,,UIC ENHANCED RECOVERY,PA,PRODUCED WATER        ,1485,,00:00.0,JSND  ,J SAND                                            ,5629,5668,108,,5708,,,,,
05-087-05188-00,ADENA J SAND UNIT                  ,W-48           ,NWSE,24,1N,58W,40.034442,-103.817153,4590,UIC ENHANCED RECOVERY,PA,PRODUCED WATER        ,1485,,00:00.0,JSND  ,J SAND                                            ,5695,5698,18,,5780,,5589,,-1105,-1108
05-087-05193-00,ADENA J SAND UNIT                  ,W-36           ,NWSW,19,1N,57W,40.034503,-103.807668,4577,UIC ENHANCED RECOVERY,PA,PRODUCED WATER        ,1485,,00:00.0,JSND  ,J SAND                                            ,5649,5670,116,,5740,,5698,,-1072,-1093
05-087-05231-00,ADENA J SAND UNIT                  ,W-42           ,NWNW,19,1N,57W,40.041508,-103.807682,,UIC ENHANCED RECOVERY,PA,PRODUCED WATER        ,1485,,00:00.0,JSND  ,J SAND                                            ,5621,5633,72,,5680,,5647,,,
05-087-05529-00,ADENA J SAND UNIT                  ,W-1            ,NWSW,33,2N,57W,40.09362,-103.772521,4430,UIC ENHANCED RECOVERY,TA,PRODUCED WATER        ,1485,,,JSND  ,J SAND                                            ,,,,,5514,,,,,
05-087-05250-00,ADENA J SAND UNIT                  ,W-24           ,NENE,19,1N,57W,40.043397,-103.795955,,UIC ENHANCED RECOVERY,TA,PRODUCED WATER        ,1485,,,JSND  ,J SAND                                            ,5636,5640,26,,5714,0,5270,,,
05-087-05335-00,ADENA J SAND UNIT                  ,W-49           ,SWSE,12,1N,58W,40.059443,-103.817139,4527,UIC ENHANCED RECOVERY,PA,PRODUCED WATER        ,1485,,00:00.0,JSND  ,J SAND                                            ,,,,,5694,,5680,,,
05-087-05439-00,ADENA J SAND UNIT                  ,W-8            ,NWSE,5,1N,57W,40.079533,-103.781958,,UIC ENHANCED RECOVERY,PA,PRODUCED WATER        ,1485,,00:00.0,JSND  ,J SAND                                            ,5528,5538,40,,5574,0,,,,
